Origin IATA,Destination IATA,OCity,DCity,Fclass Seats,Bclass Seats,Eclass Seats,Total Seats
OAK,NRT,Oakland,Tokyo,0,0,0,0
SZX,KIX,Shenzhen,Osaka,0,0,0,0
MEM,PHX,Memphis,Phoenix,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
DWC,LGG,Dubai,Liege,0,0,0,0
BOS,BWI,Boston,Baltimore,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
RNO,BOI,Reno,Boise,0,0,0,0
LBB,AFW,Lubbock,Fort Worth,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
ACK,PVD,Nantucket,Providence,0,0,0,0
MDT,IND,Harrisburg,Indianapolis,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
GRR,MEM,Grand Rapids,Memphis,0,0,0,0
MEM,HNL,Memphis,Honolulu,0,0,0,0
CLE,ERI,Cleveland,Erie,0,0,0,0
ICT,FAT,Wichita,Fresno,0,0,0,0
DTW,MEM,Detroit,Memphis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
GRR,MEM,Grand Rapids,Memphis,0,0,0,0
MKE,RHI,Milwaukee,Rhinelander,0,0,0,0
IAD,ORD,Washington,Chicago,0,0,0,0
RNO,BOI,Reno,Boise,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
IAH,CLL,Houston,College Station,0,0,0,0
CAE,MYR,Columbia,Myrtle Beach,0,0,0,0
ANC,IND,Anchorage,Indianapolis,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
ANC,OAK,Anchorage,Oakland,0,0,0,0
RST,IND,Rochester,Indianapolis,0,0,0,0
DEN,RNO,Denver,Reno,0,0,0,0
MSP,DSM,Minneapolis,Des Moines,0,0,0,0
CLE,ERI,Cleveland,Erie,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
OKC,IND,Oklahoma City,Indianapolis,0,0,0,0
FLL,DFW,Fort Lauderdale,Dallas-Fort Worth,0,0,0,0
MEM,TLC,Memphis,Toluca,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
ANC,OAK,Anchorage,Oakland,0,0,0,0
GRR,TVC,Grand Rapids,Traverse City,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
MDT,IND,Harrisburg,Indianapolis,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
GRR,CIU,Grand Rapids,Sault Ste Marie,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
TYS,MEM,Knoxville,Memphis,0,0,0,0
CLE,MEM,Cleveland,Memphis,0,0,0,0
MIA,MEM,Miami,Memphis,0,0,0,0
PIT,SCE,Pittsburgh,State College,0,0,0,0
IAH,CLL,Houston,College Station,0,0,0,0
NRT,KIX,Tokyo,Osaka,0,0,0,0
MVY,PVD,Martha's Vineyard,Providence,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
GRR,TVC,Grand Rapids,Traverse City,0,0,0,0
YEG,YYC,Edmonton,Calgary,0,0,0,0
GRR,CIU,Grand Rapids,Sault Ste Marie,0,0,0,0
LCK,PKB,Columbus,Parkersburg,0,0,0,0
GRR,CIU,Grand Rapids,Sault Ste Marie,0,0,0,0
CHS,TYS,Charleston,Knoxville,0,0,0,0
MDT,IND,Harrisburg,Indianapolis,0,0,0,0
ACK,PVD,Nantucket,Providence,0,0,0,0
CLE,MEM,Cleveland,Memphis,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
LAX,IND,Los Angeles,Indianapolis,0,0,0,0
AUS,BWD,Austin,Brownwood,0,0,0,0
AUS,BWD,Austin,Brownwood,0,0,0,0
IAD,MEM,Washington,Memphis,0,0,0,0
CLE,LCK,Cleveland,Columbus,0,0,0,0
IAH,CLL,Houston,College Station,0,0,0,0
IAH,CLL,Houston,College Station,0,0,0,0
PKB,IND,Parkersburg,Indianapolis,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
LAS,PHX,Las Vegas,Phoenix,0,0,0,0
IAD,MEM,Washington,Memphis,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
GRR,MEM,Grand Rapids,Memphis,0,0,0,0
MEM,NRT,Memphis,Tokyo,0,0,0,0
CHS,TYS,Charleston,Knoxville,0,0,0,0
SAT,MEM,San Antonio,Memphis,0,0,0,0
GRR,MEM,Grand Rapids,Memphis,0,0,0,0
MSN,ATW,Madison,Appleton,0,0,0,0
SYR,BTV,Syracuse,Burlington,0,0,0,0
FLL,EYW,Fort Lauderdale,Key West,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
MDT,DTW,Harrisburg,Detroit,0,0,0,0
LBB,DFW,Lubbock,Dallas-Fort Worth,0,0,0,0
MCO,IND,Orlando,Indianapolis,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
GRR,TVC,Grand Rapids,Traverse City,0,0,0,0
MVY,PVD,Martha's Vineyard,Providence,0,0,0,0
SEA,IND,Seattle,Indianapolis,0,0,0,0
PHL,MEM,Philadelphia,Memphis,0,0,0,0
TYS,MEM,Knoxville,Memphis,0,0,0,0
GTF,MEM,Great Falls,Memphis,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
ROC,ELM,Rochester,Elmira/Corning,0,0,0,0
ANC,OAK,Anchorage,Oakland,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
ICT,FAT,Wichita,Fresno,0,0,0,0
ACK,PVD,Nantucket,Providence,0,0,0,0
SYR,BTV,Syracuse,Burlington,0,0,0,0
BOS,MEM,Boston,Memphis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
FLL,MTH,Fort Lauderdale,Marathon,0,0,0,0
SYR,BTV,Syracuse,Burlington,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
AUS,BWD,Austin,Brownwood,0,0,0,0
ROC,LCK,Rochester,Columbus,0,0,0,0
GRR,MEM,Grand Rapids,Memphis,0,0,0,0
TYS,MEM,Knoxville,Memphis,0,0,0,0
ICT,FAT,Wichita,Fresno,0,0,0,0
AUS,BWD,Austin,Brownwood,0,0,0,0
MSY,MEM,New Orleans,Memphis,0,0,0,0
SYR,BTV,Syracuse,Burlington,0,0,0,0
FLL,EYW,Fort Lauderdale,Key West,0,0,0,0
SAT,MEM,San Antonio,Memphis,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
DTW,MEM,Detroit,Memphis,0,0,0,0
IAH,SAT,Houston,San Antonio,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
ROC,ELM,Rochester,Elmira/Corning,0,0,0,0
IAD,MEM,Washington,Memphis,0,0,0,0
BDL,MEM,Hartford,Memphis,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
CVG,IND,Cincinnati,Indianapolis,0,0,0,0
FLL,MTH,Fort Lauderdale,Marathon,0,0,0,0
TYS,MEM,Knoxville,Memphis,0,0,0,0
LCK,PKB,Columbus,Parkersburg,0,0,0,0
FLL,EYW,Fort Lauderdale,Key West,0,0,0,0
MSY,MEM,New Orleans,Memphis,0,0,0,0
CHS,TYS,Charleston,Knoxville,0,0,0,0
DTW,MEM,Detroit,Memphis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
AUS,BWD,Austin,Brownwood,0,0,0,0
FWA,SBN,Fort Wayne,South Bend,0,0,0,0
IAD,MEM,Washington,Memphis,0,0,0,0
TPA,MEM,Tampa,Memphis,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
GRR,TVC,Grand Rapids,Traverse City,0,0,0,0
GRR,CIU,Grand Rapids,Sault Ste Marie,0,0,0,0
BDL,DTW,Hartford,Detroit,0,0,0,0
CAE,MYR,Columbia,Myrtle Beach,0,0,0,0
FLL,MTH,Fort Lauderdale,Marathon,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
MVY,PVD,Martha's Vineyard,Providence,0,0,0,0
ATL,AFW,Atlanta,Fort Worth,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
PHL,MEM,Philadelphia,Memphis,0,0,0,0
RST,IND,Rochester,Indianapolis,0,0,0,0
CHS,TYS,Charleston,Knoxville,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
RDU,EWR,Raleigh/Durham,Newark,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
RDU,MEM,Raleigh/Durham,Memphis,0,0,0,0
AFW,ANC,Fort Worth,Anchorage,0,0,0,0
BDL,DTW,Hartford,Detroit,0,0,0,0
GRR,PLN,Grand Rapids,Pellston,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
PIT,MEM,Pittsburgh,Memphis,0,0,0,0
MSP,MEM,Minneapolis,Memphis,0,0,0,0
SYD,SIN,Sydney,Singapore,0,0,0,0
ROC,ELM,Rochester,Elmira/Corning,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
ONT,MEM,Ontario,Memphis,0,0,0,0
FLL,MTH,Fort Lauderdale,Marathon,0,0,0,0
BUF,YOW,Buffalo,Ottawa,0,0,0,0
CAE,MYR,Columbia,Myrtle Beach,0,0,0,0
KIX,PVG,Osaka,Shanghai,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
PIT,MEM,Pittsburgh,Memphis,0,0,0,0
FLL,EYW,Fort Lauderdale,Key West,0,0,0,0
MAF,AFW,Midland,Fort Worth,0,0,0,0
MVY,PVD,Martha's Vineyard,Providence,0,0,0,0
CLT,MEM,Charlotte,Memphis,0,0,0,0
JFK,MEM,New York,Memphis,0,0,0,0
ELP,SLC,El Paso,Salt Lake City,0,0,0,0
OMA,GRI,Omaha,Grand Island,0,0,0,0
GRR,CIU,Grand Rapids,Sault Ste Marie,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
MAF,AFW,Midland,Fort Worth,0,0,0,0
MLU,MEM,Monroe,Memphis,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
ACK,PVD,Nantucket,Providence,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
FSD,MEM,Sioux Falls,Memphis,0,0,0,0
RST,IND,Rochester,Indianapolis,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
TYS,ATL,Knoxville,Atlanta,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
MKE,CMX,Milwaukee,Hancock,0,0,0,0
CAE,MYR,Columbia,Myrtle Beach,0,0,0,0
SZX,KIX,Shenzhen,Osaka,0,0,0,0
FLL,EYW,Fort Lauderdale,Key West,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
MSY,ATL,New Orleans,Atlanta,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
MHT,MEM,Manchester,Memphis,0,0,0,0
MEM,DSM,Memphis,Des Moines,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
TPA,MEM,Tampa,Memphis,0,0,0,0
PHL,MEM,Philadelphia,Memphis,0,0,0,0
CRK,KIX,Angeles City,Osaka,0,0,0,0
DTW,IND,Detroit,Indianapolis,0,0,0,0
RDU,MEM,Raleigh/Durham,Memphis,0,0,0,0
MHT,MEM,Manchester,Memphis,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
TYS,MEM,Knoxville,Memphis,0,0,0,0
MSP,DLH,Minneapolis,Duluth,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
BDL,IND,Hartford,Indianapolis,0,0,0,0
FLL,EYW,Fort Lauderdale,Key West,0,0,0,0
IAD,ORD,Washington,Chicago,0,0,0,0
FLL,MEM,Fort Lauderdale,Memphis,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
RDU,MEM,Raleigh/Durham,Memphis,0,0,0,0
GSO,MEM,Greensboro,Memphis,0,0,0,0
ICT,GCK,Wichita,Garden City,0,0,0,0
CPR,BIL,Casper,Billings,0,0,0,0
RDU,ILM,Raleigh/Durham,Wilmington,0,0,0,0
ROC,MEM,Rochester,Memphis,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
AFW,ANC,Fort Worth,Anchorage,0,0,0,0
MKE,IMT,Milwaukee,Iron Mountain Kingsford,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
MKE,CMX,Milwaukee,Hancock,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
EWR,MEM,Newark,Memphis,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
LCK,PKB,Columbus,Parkersburg,0,0,0,0
RDU,EWN,Raleigh/Durham,New Bern,0,0,0,0
CRK,KIX,Angeles City,Osaka,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
RDU,MEM,Raleigh/Durham,Memphis,0,0,0,0
RIC,MEM,Richmond,Memphis,0,0,0,0
ONT,SBA,Ontario,Santa Barbara,0,0,0,0
FLL,MTH,Fort Lauderdale,Marathon,0,0,0,0
MSP,DLH,Minneapolis,Duluth,0,0,0,0
RDU,EWN,Raleigh/Durham,New Bern,0,0,0,0
CHS,MEM,Charleston,Memphis,0,0,0,0
CLT,MEM,Charlotte,Memphis,0,0,0,0
PHL,MEM,Philadelphia,Memphis,0,0,0,0
PHL,MEM,Philadelphia,Memphis,0,0,0,0
OMA,EAR,Omaha,Kearney,0,0,0,0
CAE,MYR,Columbia,Myrtle Beach,0,0,0,0
DXB,CAN,Dubai,Guangzhou,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
PWM,BGR,Portland,Bangor,0,0,0,0
AUS,SJT,Austin,San Angelo,0,0,0,0
DWC,BLR,Dubai,Bangalore,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
EVV,MEM,Evansville,Memphis,0,0,0,0
GSO,SDF,Greensboro,Louisville,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
ICT,GCK,Wichita,Garden City,0,0,0,0
LBB,MAF,Lubbock,Midland,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
JAX,MEM,Jacksonville,Memphis,0,0,0,0
LAX,IND,Los Angeles,Indianapolis,0,0,0,0
ONT,LAX,Ontario,Los Angeles,0,0,0,0
ORF,IND,Norfolk,Indianapolis,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
RDU,ILM,Raleigh/Durham,Wilmington,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
MIA,MDE,Miami,Rionegro,0,0,0,0
BWI,MEM,Baltimore,Memphis,0,0,0,0
PIT,MEM,Pittsburgh,Memphis,0,0,0,0
FLL,MEM,Fort Lauderdale,Memphis,0,0,0,0
OMA,EAR,Omaha,Kearney,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
SAT,DRT,San Antonio,Del Rio,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
MHT,MEM,Manchester,Memphis,0,0,0,0
MKE,ATW,Milwaukee,Appleton,0,0,0,0
CPR,BOI,Casper,Boise,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
MAF,AFW,Midland,Fort Worth,0,0,0,0
MLU,MEM,Monroe,Memphis,0,0,0,0
FNT,APN,Flint,Alpena,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
PWM,BGR,Portland,Bangor,0,0,0,0
CLT,MEM,Charlotte,Memphis,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
EWR,OAK,Newark,Oakland,0,0,0,0
ICT,GCK,Wichita,Garden City,0,0,0,0
ORF,MEO,Norfolk,Manteo,0,0,0,0
PWM,BGR,Portland,Bangor,0,0,0,0
FLL,MEM,Fort Lauderdale,Memphis,0,0,0,0
RDU,EWR,Raleigh/Durham,Newark,0,0,0,0
ONT,SBA,Ontario,Santa Barbara,0,0,0,0
MAF,AFW,Midland,Fort Worth,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
MSP,MEM,Minneapolis,Memphis,0,0,0,0
RIC,MEM,Richmond,Memphis,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
RST,IND,Rochester,Indianapolis,0,0,0,0
RDU,EWN,Raleigh/Durham,New Bern,0,0,0,0
CLT,MEM,Charlotte,Memphis,0,0,0,0
BDL,MEM,Hartford,Memphis,0,0,0,0
PBI,RSW,West Palm Beach,Fort Myers,0,0,0,0
ICT,GCK,Wichita,Garden City,0,0,0,0
MKE,ESC,Milwaukee,Escanaba,0,0,0,0
ONT,SBA,Ontario,Santa Barbara,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
YXE,YYC,Saskatoon,Calgary,0,0,0,0
GEG,MCI,Spokane,Kansas City,0,0,0,0
TPA,IND,Tampa,Indianapolis,0,0,0,0
AUS,MEM,Austin,Memphis,0,0,0,0
OMA,GRI,Omaha,Grand Island,0,0,0,0
MKE,ESC,Milwaukee,Escanaba,0,0,0,0
ORF,MEO,Norfolk,Manteo,0,0,0,0
MSP,DLH,Minneapolis,Duluth,0,0,0,0
LAX,PHX,Los Angeles,Phoenix,0,0,0,0
PIT,MEM,Pittsburgh,Memphis,0,0,0,0
MCO,MEM,Orlando,Memphis,0,0,0,0
LCK,MEM,Columbus,Memphis,0,0,0,0
OAK,MEM,Oakland,Memphis,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
AUS,MEM,Austin,Memphis,0,0,0,0
AUS,MEM,Austin,Memphis,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
GSO,MEM,Greensboro,Memphis,0,0,0,0
CLT,MEM,Charlotte,Memphis,0,0,0,0
ROC,MEM,Rochester,Memphis,0,0,0,0
EWR,BOS,Newark,Boston,0,0,0,0
MLU,MEM,Monroe,Memphis,0,0,0,0
COS,GJT,Colorado Springs,Grand Junction,0,0,0,0
ERI,CLE,Erie,Cleveland,0,0,0,0
YQR,YYC,Regina,Calgary,0,0,0,0
IAH,AFW,Houston,Fort Worth,0,0,0,0
CLT,MEM,Charlotte,Memphis,0,0,0,0
EWR,MEM,Newark,Memphis,0,0,0,0
MKE,RHI,Milwaukee,Rhinelander,0,0,0,0
CPR,BIL,Casper,Billings,0,0,0,0
FSD,RAP,Sioux Falls,Rapid City,0,0,0,0
ORF,MEO,Norfolk,Manteo,0,0,0,0
IAD,IND,Washington,Indianapolis,0,0,0,0
YVR,YYC,Vancouver,Calgary,0,0,0,0
EWR,IND,Newark,Indianapolis,0,0,0,0
DFW,IND,Dallas-Fort Worth,Indianapolis,0,0,0,0
MSP,MEM,Minneapolis,Memphis,0,0,0,0
FLL,MEM,Fort Lauderdale,Memphis,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
EWR,OAK,Newark,Oakland,0,0,0,0
FAR,XWA,Fargo,Williston,0,0,0,0
ICT,GCK,Wichita,Garden City,0,0,0,0
DSM,MEM,Des Moines,Memphis,0,0,0,0
ROC,ELM,Rochester,Elmira/Corning,0,0,0,0
YVR,YYC,Vancouver,Calgary,0,0,0,0
PHL,MEM,Philadelphia,Memphis,0,0,0,0
EWR,MEM,Newark,Memphis,0,0,0,0
RIC,MEM,Richmond,Memphis,0,0,0,0
FSD,PIR,Sioux Falls,Pierre,0,0,0,0
DXB,CAN,Dubai,Guangzhou,0,0,0,0
EWR,OAK,Newark,Oakland,0,0,0,0
OMA,GRI,Omaha,Grand Island,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
FSD,ABR,Sioux Falls,Aberdeen,0,0,0,0
BWI,SBY,Baltimore,Salisbury,0,0,0,0
ATL,AFW,Atlanta,Fort Worth,0,0,0,0
ATW,MKE,Appleton,Milwaukee,0,0,0,0
DXB,CDG,Dubai,Paris,0,0,0,0
ONT,SBA,Ontario,Santa Barbara,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
MKE,IMT,Milwaukee,Iron Mountain Kingsford,0,0,0,0
FSD,ABR,Sioux Falls,Aberdeen,0,0,0,0
ERI,CLE,Erie,Cleveland,0,0,0,0
FAR,MOT,Fargo,Minot,0,0,0,0
BDL,DTW,Hartford,Detroit,0,0,0,0
ROC,MEM,Rochester,Memphis,0,0,0,0
ORD,OAK,Chicago,Oakland,0,0,0,0
IAH,AFW,Houston,Fort Worth,0,0,0,0
TPA,IND,Tampa,Indianapolis,0,0,0,0
LAX,IND,Los Angeles,Indianapolis,0,0,0,0
BWI,MEM,Baltimore,Memphis,0,0,0,0
AUS,MEM,Austin,Memphis,0,0,0,0
DXB,BLR,Dubai,Bangalore,0,0,0,0
OMA,GRI,Omaha,Grand Island,0,0,0,0
MKE,CMX,Milwaukee,Hancock,0,0,0,0
CID,DSM,Cedar Rapids,Des Moines,0,0,0,0
SYR,BTV,Syracuse,Burlington,0,0,0,0
MDT,IPT,Harrisburg,Williamsport,0,0,0,0
LCK,PKB,Columbus,Parkersburg,0,0,0,0
MSP,DLH,Minneapolis,Duluth,0,0,0,0
PWM,PQI,Portland,Presque Isle,0,0,0,0
GSO,LCK,Greensboro,Columbus,0,0,0,0
IAD,MEM,Washington,Memphis,0,0,0,0
GSO,MEM,Greensboro,Memphis,0,0,0,0
MIA,MEM,Miami,Memphis,0,0,0,0
LRD,AFW,Laredo,Fort Worth,0,0,0,0
SHV,MEM,Shreveport,Memphis,0,0,0,0
MKE,MQT,Milwaukee,Marquette,0,0,0,0
FSD,RAP,Sioux Falls,Rapid City,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
RDU,ILM,Raleigh/Durham,Wilmington,0,0,0,0
YXE,YYC,Saskatoon,Calgary,0,0,0,0
OAK,MEM,Oakland,Memphis,0,0,0,0
IAH,AFW,Houston,Fort Worth,0,0,0,0
ORD,OAK,Chicago,Oakland,0,0,0,0
JFK,MEM,New York,Memphis,0,0,0,0
ROZ,NSY,Rota,,0,0,0,0
MKE,RHI,Milwaukee,Rhinelander,0,0,0,0
SLC,BOI,Salt Lake City,Boise,0,0,0,0
PHX,RNO,Phoenix,Reno,0,0,0,0
LBB,MAF,Lubbock,Midland,0,0,0,0
EWR,BWI,Newark,Baltimore,0,0,0,0
SZX,KIX,Shenzhen,Osaka,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
CPR,BIL,Casper,Billings,0,0,0,0
EWR,BOS,Newark,Boston,0,0,0,0
SLC,MEM,Salt Lake City,Memphis,0,0,0,0
MKE,MEM,Milwaukee,Memphis,0,0,0,0
BDL,MEM,Hartford,Memphis,0,0,0,0
OMA,EAR,Omaha,Kearney,0,0,0,0
MDT,IPT,Harrisburg,Williamsport,0,0,0,0
CPR,BIL,Casper,Billings,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
EWR,BOS,Newark,Boston,0,0,0,0
YVR,YYC,Vancouver,Calgary,0,0,0,0
ROC,MEM,Rochester,Memphis,0,0,0,0
FSD,RAP,Sioux Falls,Rapid City,0,0,0,0
LBB,AFW,Lubbock,Fort Worth,0,0,0,0
MIA,AFW,Miami,Fort Worth,0,0,0,0
MSP,MEM,Minneapolis,Memphis,0,0,0,0
JFK,MEM,New York,Memphis,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
ORF,MEM,Norfolk,Memphis,0,0,0,0
PHL,AFW,Philadelphia,Fort Worth,0,0,0,0
OMA,GRI,Omaha,Grand Island,0,0,0,0
FAR,XWA,Fargo,Williston,0,0,0,0
EWR,IAD,Newark,Washington,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
FSD,ABR,Sioux Falls,Aberdeen,0,0,0,0
PWM,BGR,Portland,Bangor,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
YQR,YYC,Regina,Calgary,0,0,0,0
BOS,IND,Boston,Indianapolis,0,0,0,0
TPA,IND,Tampa,Indianapolis,0,0,0,0
BWI,MEM,Baltimore,Memphis,0,0,0,0
HRL,MEM,Harlingen,Memphis,0,0,0,0
MKE,ESC,Milwaukee,Escanaba,0,0,0,0
MKE,RHI,Milwaukee,Rhinelander,0,0,0,0
TPA,MEM,Tampa,Memphis,0,0,0,0
DEN,MEM,Denver,Memphis,0,0,0,0
YVR,YYJ,Vancouver,Victoria,0,0,0,0
SLC,MEM,Salt Lake City,Memphis,0,0,0,0
IND,ANC,Indianapolis,Anchorage,0,0,0,0
MDT,IPT,Harrisburg,Williamsport,0,0,0,0
FSD,RAP,Sioux Falls,Rapid City,0,0,0,0
LBB,MAF,Lubbock,Midland,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
FSD,ABR,Sioux Falls,Aberdeen,0,0,0,0
ERI,CLE,Erie,Cleveland,0,0,0,0
MSY,MEM,New Orleans,Memphis,0,0,0,0
AUS,MEM,Austin,Memphis,0,0,0,0
SHV,MEM,Shreveport,Memphis,0,0,0,0
MKE,RHI,Milwaukee,Rhinelander,0,0,0,0
YQR,YYC,Regina,Calgary,0,0,0,0
YXE,YYC,Saskatoon,Calgary,0,0,0,0
EWR,IND,Newark,Indianapolis,0,0,0,0
MCO,MEM,Orlando,Memphis,0,0,0,0
OKC,MEM,Oklahoma City,Memphis,0,0,0,0
EWR,IND,Newark,Indianapolis,0,0,0,0
YMX,YOW,Montréal,Ottawa,0,0,0,0
FAR,BIS,Fargo,Bismarck,0,0,0,0
LBB,ABI,Lubbock,Abilene,0,0,0,0
TLV,CGN,Tel Aviv,Cologne,0,0,0,0
GSO,MEM,Greensboro,Memphis,0,0,0,0
MKE,IND,Milwaukee,Indianapolis,0,0,0,0
BWI,MEM,Baltimore,Memphis,0,0,0,0
YMX,YOW,Montréal,Ottawa,0,0,0,0
PHL,AFW,Philadelphia,Fort Worth,0,0,0,0
DWC,SIN,Dubai,Singapore,0,0,0,0
LBB,ROW,Lubbock,Roswell,0,0,0,0
MSP,MEM,Minneapolis,Memphis,0,0,0,0
SLC,MEM,Salt Lake City,Memphis,0,0,0,0
ORD,OAK,Chicago,Oakland,0,0,0,0
BWI,MEM,Baltimore,Memphis,0,0,0,0
MCI,MEM,Kansas City,Memphis,0,0,0,0
